Input.Code;Input;Output.Code;Output;ARM;AFG;ALB;DZA;ASM;AND;AGO;ATG;ARG;AUS;AUT;BHS;BHR;BRB;BLX;BGD;BMU;BTN;BOL;BWA;BRA;ABW;BLZ;IOT;SLB;BRN;BGR;MMR;BDI;ATA;BVT;CMR;CAN;CTE;CPV;CYM;CAF;LKA;TCD;CHL;CHN;CXR;CCK;COL;COM;COG;COK;CRI;CUB;CYP;CSK;AZE;BEN;DNK;DMA;DOM;BLR;ECU;EGY;SLV;GNQ;ETH;EST;FRO;FLK;FJI;FIN;FRA;GUF;PYF;ATF;DJI;GEO;GAB;GMB;DEU;BIH;GHA;GIB;KIR;GRC;GRL;GRD;GLP;GUM;GTM;GIN;GUY;HMD;HTI;VAT;HND;HKG;HUN;HRV;ISL;IND;IDN;IRN;IRQ;IRL;ISR;ITA;CIV;KAZ;JAM;JPN;JTN;JOR;KGZ;KEN;KHM;PRK;KOR;KWT;LVA;LAO;LBN;LSO;LBR;LBY;LIE;LTU;MHL;MAC;MDG;MWI;MYS;MDV;MLI;MLT;MTQ;MRT;MUS;MEX;MID;MCO;MNG;MSR;MAR;MOZ;FSM;MDA;NAM;NRU;NPL;NLD;ANT;NTZ;NCL;MKD;VUT;NZL;NIC;NER;NGA;NIU;NFK;NOR;MNP;PCI;PAK;PAN;CZE;PNG;PRY;PER;PHL;PCN;POL;PRT;GNB;TLS;PRI;ERI;QAT;PLW;ZWE;REU;ROU;RWA;RUS;SCG;SHN;KNA;LCA;SPM;VCT;SMR;STP;SAU;SEN;SYC;SLE;SVN;SVK;SGP;SOM;ZAF;ESP;ESH;SDN;SSD;SUR;TJK;SWZ;SWE;CHE;SYR;TKM;TWN;TZA;THA;TGO;TKL;TON;TTO;OMN;TUN;TUR;TCA;ARE;UGA;TUV;SUN;GBR;UKR;USA;UMI;BFA;URY;UZB;VEN;VNM;ETH;VGB;VIR;WAK;WLF;WSM;YUG;YEM;COD;ZMB;UXY;BEL;LUX;AIA;SJM;MYT;SGS;SRB;MNE;PSE;CHN;ROW
2518;Sorghum and products;2656;Beer;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;NA;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85
2518;Sorghum and products;2657;Beverages, Fermented;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85
2518;Sorghum and products;2658;Beverages, Alcoholic;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;NA;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;NA;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889;0.468188889
2518;Sorghum and products;2659;Alcohol, Non-Food;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;NA;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;NA;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294;0.294
2520;Cereals, Other;2656;Beer;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;1.75;4.8173;4.8173;4.8173;4.8173;4.8173;5.66;5.66;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;2;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173
2520;Cereals, Other;2657;Beverages, Fermented;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;1.75;4.8173;4.8173;4.8173;4.8173;4.8173;5.66;5.66;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;2;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173;4.8173
2520;Cereals, Other;2658;Beverages, Alcoholic;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65
2520;Cereals, Other;2659;Alcohol, Non-Food;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275;0.275
2531;Potatoes and products;2543;Sweeteners, Other;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19
2531;Potatoes and products;2658;Beverages, Alcoholic;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215;0.215
2531;Potatoes and products;2659;Alcohol, Non-Food;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09
