From.Country.Code;From.Country;From.ISO;Com.Code;value
46;Congo;COG;Rape and Mustardseed;3.62831729328122e-10
44;Colombia;COL;Rape and Mustardseed;8.10572651082747e-13
35;Cabo Verde;CPV;Rape and Mustardseed;-4.56586087647308e-12
48;Costa Rica;CRI;Rape and Mustardseed;1.41721972083995e-11
51;Czechoslovakia;CSK;Rape and Mustardseed;0
49;Cuba;CUB;Rape and Mustardseed;-1.06693546023585e-11
50;Cyprus;CYP;Rape and Mustardseed;5.45659276242806e-10
167;Czech Republic;CZE;Rape and Mustardseed;22745.3744834675
79;Germany;DEU;Rape and Mustardseed;262197.615879703
72;Djibouti;DJI;Rape and Mustardseed;-4.13859493739966e-13
55;Dominica;DMA;Rape and Mustardseed;-1.60505670252754e-08
54;Denmark;DNK;Rape and Mustardseed;2318.4197005334
56;Dominican Republic;DOM;Rape and Mustardseed;6.27378814475401e-11
4;Algeria;DZA;Rape and Mustardseed;1.02729836156441e-08
58;Ecuador;ECU;Rape and Mustardseed;5.17134043207013e-12
59;Egypt;EGY;Rape and Mustardseed;-1.26744399379062e-09
178;Eritrea;ERI;Rape and Mustardseed;-6.12653916566405e-08
203;Spain;ESP;Rape and Mustardseed;8234.17446963182
63;Estonia;EST;Rape and Mustardseed;938.003316919821
238;Ethiopia;ETH;Rape and Mustardseed;0.000598083261927092
67;Finland;FIN;Rape and Mustardseed;419.991933936223
66;Fiji;FJI;Rape and Mustardseed;1.01151691703022e-09
68;France;FRA;Rape and Mustardseed;-30592.3398589777
74;Gabon;GAB;Rape and Mustardseed;4.66611825092504e-09
229;United Kingdom;GBR;Rape and Mustardseed;5232.85587218586
73;Georgia;GEO;Rape and Mustardseed;-1.51388883257226e-09
81;Ghana;GHA;Rape and Mustardseed;-5.94050906588812e-10
90;Guinea;GIN;Rape and Mustardseed;-1.21250002957771e-14
75;Gambia;GMB;Rape and Mustardseed;-1.53202507141694e-09
175;Guinea-Bissau;GNB;Rape and Mustardseed;5.92252114575683e-18
84;Greece;GRC;Rape and Mustardseed;389.254893082677
86;Grenada;GRD;Rape and Mustardseed;-4.09049298029087e-09
89;Guatemala;GTM;Rape and Mustardseed;-5.99295126114787e-09
91;Guyana;GUY;Rape and Mustardseed;-1.30229411401489e-10
96;China, Hong Kong SAR;HKG;Rape and Mustardseed;-7.5324676545664e-15
95;Honduras;HND;Rape and Mustardseed;1.17060859210559e-09
98;Croatia;HRV;Rape and Mustardseed;2513.49162162892
93;Haiti;HTI;Rape and Mustardseed;4.73141480060312e-13
97;Hungary;HUN;Rape and Mustardseed;51793.4049759648
101;Indonesia;IDN;Rape and Mustardseed;-3.17057668547061e-09
100;India;IND;Rape and Mustardseed;4.45367615160834
104;Ireland;IRL;Rape and Mustardseed;382.276780265937
102;Iran (Islamic Republic of);IRN;Rape and Mustardseed;1.46769897543173e-08
103;Iraq;IRQ;Rape and Mustardseed;9.17514845152692e-10
99;Iceland;ISL;Rape and Mustardseed;2.40487149260095e-09
105;Israel;ISR;Rape and Mustardseed;-1.48432496145499e-10
106;Italy;ITA;Rape and Mustardseed;210.551841980044
109;Jamaica;JAM;Rape and Mustardseed;3.00078184994336e-10
112;Jordan;JOR;Rape and Mustardseed;-3.06897546297133e-11
110;Japan;JPN;Rape and Mustardseed;0.00695181062028453
108;Kazakhstan;KAZ;Rape and Mustardseed;-4125.457705969
114;Kenya;KEN;Rape and Mustardseed;7.60860763713294e-11
113;Kyrgyzstan;KGZ;Rape and Mustardseed;7.15472775787882e-10
115;Cambodia;KHM;Rape and Mustardseed;1.85364209117771e-09
83;Kiribati;KIR;Rape and Mustardseed;1.40155696797128e-10
188;Saint Kitts and Nevis;KNA;Rape and Mustardseed;6.90894415511635e-18
117;Republic of Korea;KOR;Rape and Mustardseed;0.119047896358723
118;Kuwait;KWT;Rape and Mustardseed;-3.3150526397562e-11
120;Lao People's Democratic Republic;LAO;Rape and Mustardseed;1.19241898463286e-09
121;Lebanon;LBN;Rape and Mustardseed;-1.64048008443456e-09
123;Liberia;LBR;Rape and Mustardseed;9.37146853532597e-11
124;Libya;LBY;Rape and Mustardseed;2.63401404974016e-08
189;Saint Lucia;LCA;Rape and Mustardseed;-6.8702174073737e-11
38;Sri Lanka;LKA;Rape and Mustardseed;0.000296545414653477
122;Lesotho;LSO;Rape and Mustardseed;4.89124650279979e-10
126;Lithuania;LTU;Rape and Mustardseed;-36707.4129866677
256;Luxembourg;LUX;Rape and Mustardseed;319.604725162672
119;Latvia;LVA;Rape and Mustardseed;-17.8328305072124
128;China, Macao SAR;MAC;Rape and Mustardseed;0
143;Morocco;MAR;Rape and Mustardseed;-1.24090673013345e-07
146;Republic of Moldova;MDA;Rape and Mustardseed;-1948.68163440274
129;Madagascar;MDG;Rape and Mustardseed;2.53796584115519e-10
132;Maldives;MDV;Rape and Mustardseed;0
138;Mexico;MEX;Rape and Mustardseed;0.0284109814365554
154;The former Yugoslav Republic of Macedonia;MKD;Rape and Mustardseed;33.4736701992576
133;Mali;MLI;Rape and Mustardseed;-2.92835560505229e-10
134;Malta;MLT;Rape and Mustardseed;-6.82791548376522e-09
28;Myanmar;MMR;Rape and Mustardseed;1.55502729695133e-05
273;Montenegro;MNE;Rape and Mustardseed;2.44017869431301e-13
141;Mongolia;MNG;Rape and Mustardseed;9.24753014601877e-07
144;Mozambique;MOZ;Rape and Mustardseed;2.55039070910301e-12
136;Mauritania;MRT;Rape and Mustardseed;-8.51386048466986e-11
137;Mauritius;MUS;Rape and Mustardseed;-7.17973454541237e-11
130;Malawi;MWI;Rape and Mustardseed;1.05240981801349e-09
131;Malaysia;MYS;Rape and Mustardseed;6.03454257782177e-10
147;Namibia;NAM;Rape and Mustardseed;7.31804156023344e-12
153;New Caledonia;NCL;Rape and Mustardseed;3.35435338345399e-10
158;Niger;NER;Rape and Mustardseed;9.46216355384111e-10
159;Nigeria;NGA;Rape and Mustardseed;4.26601087597576e-10
157;Nicaragua;NIC;Rape and Mustardseed;2.98143880726342e-09
150;Netherlands;NLD;Rape and Mustardseed;232.29158339771
162;Norway;NOR;Rape and Mustardseed;0.00261923871835239
149;Nepal;NPL;Rape and Mustardseed;1.44504571771326e-08
156;New Zealand;NZL;Rape and Mustardseed;5.20483873253732
221;Oman;OMN;Rape and Mustardseed;9.78183602510334e-10
165;Pakistan;PAK;Rape and Mustardseed;-0.341528389642674
166;Panama;PAN;Rape and Mustardseed;7.24343928568519e-10
170;Peru;PER;Rape and Mustardseed;4.81826208139945e-12
171;Philippines;PHL;Rape and Mustardseed;-6.55534510922721e-10
168;Papua New Guinea;PNG;Rape and Mustardseed;1.63499818171123e-11
173;Poland;POL;Rape and Mustardseed;-41475.4228247142
177;Puerto Rico;PRI;Rape and Mustardseed;0
116;Democratic People's Republic of Korea;PRK;Rape and Mustardseed;-1.5104385795645e-08
174;Portugal;PRT;Rape and Mustardseed;3.15300957841352e-09
169;Paraguay;PRY;Rape and Mustardseed;1.46689653229913e-05
70;French Polynesia;PYF;Rape and Mustardseed;-1.22004196839406e-09
179;Qatar;QAT;Rape and Mustardseed;3.20789278059595e-13
183;Romania;ROU;Rape and Mustardseed;-27299.6777031479
999;RoW;ROW;Rape and Mustardseed;-1.46260938142663e-09
185;Russian Federation;RUS;Rape and Mustardseed;3365.63257709421
184;Rwanda;RWA;Rape and Mustardseed;-1.7919504271423e-13
194;Saudi Arabia;SAU;Rape and Mustardseed;-1.28096768127278e-10
186;Serbia and Montenegro;SCG;Rape and Mustardseed;0
276;Sudan;SDN;Rape and Mustardseed;-9.68805033726818e-11
195;Senegal;SEN;Rape and Mustardseed;3.18176130881049e-13
200;Singapore;SGP;Rape and Mustardseed;-1.5379625353566e-15
25;Solomon Islands;SLB;Rape and Mustardseed;9.8144592043136e-13
197;Sierra Leone;SLE;Rape and Mustardseed;4.6847417640403e-15
60;El Salvador;SLV;Rape and Mustardseed;1.75926891112179e-11
201;Somalia;SOM;Rape and Mustardseed;4.54731566918626e-12
272;Serbia;SRB;Rape and Mustardseed;1093.44094806099
277;South Sudan;SSD;Rape and Mustardseed;0
193;Sao Tome and Principe;STP;Rape and Mustardseed;-1.34503459359342e-13
228;USSR;SUN;Rape and Mustardseed;0
207;Suriname;SUR;Rape and Mustardseed;9.58356086339035e-11
199;Slovakia;SVK;Rape and Mustardseed;-48484.3544272828
198;Slovenia;SVN;Rape and Mustardseed;101.465763147322
210;Sweden;SWE;Rape and Mustardseed;2538.01589088904
209;Swaziland;SWZ;Rape and Mustardseed;-2.88281626455745e-11
212;Syrian Arab Republic;SYR;Rape and Mustardseed;-2.95183949409703e-09
39;Chad;TCD;Rape and Mustardseed;-3.42348193082292e-16
217;Togo;TGO;Rape and Mustardseed;6.29803837209801e-12
216;Thailand;THA;Rape and Mustardseed;-4.81082636735847e-10
208;Tajikistan;TJK;Rape and Mustardseed;-2.0010942690947e-09
213;Turkmenistan;TKM;Rape and Mustardseed;-6.86734010321929e-13
176;Timor-Leste;TLS;Rape and Mustardseed;-3.72088760050784e-14
220;Trinidad and Tobago;TTO;Rape and Mustardseed;7.71956055311803e-15
222;Tunisia;TUN;Rape and Mustardseed;2.14639895674223e-10
223;Turkey;TUR;Rape and Mustardseed;-1.90440766670912
214;China, Taiwan Province of;TWN;Rape and Mustardseed;0.000204160591120596
215;United Republic of Tanzania;TZA;Rape and Mustardseed;8.64693297854432e-11
226;Uganda;UGA;Rape and Mustardseed;6.42410741503885e-11
230;Ukraine;UKR;Rape and Mustardseed;-93987.2423377951
234;Uruguay;URY;Rape and Mustardseed;-9.39733293261191e-08
231;United States of America;USA;Rape and Mustardseed;6.80819207697728
235;Uzbekistan;UZB;Rape and Mustardseed;-1.48074256903241e-11
191;Saint Vincent and the Grenadines;VCT;Rape and Mustardseed;-2.42746818024277e-08
236;Venezuela (Bolivarian Republic of);VEN;Rape and Mustardseed;1.43459037529916e-12
237;Viet Nam;VNM;Rape and Mustardseed;-2.37852721873007e-11
155;Vanuatu;VUT;Rape and Mustardseed;-5.46881069539081e-09
244;Samoa;WSM;Rape and Mustardseed;2.4491166000685e-15
249;Yemen;YEM;Rape and Mustardseed;-1.57700948754163e-10
248;Yugoslav SFR;YUG;Rape and Mustardseed;0
202;South Africa;ZAF;Rape and Mustardseed;-1.14638725067157
251;Zambia;ZMB;Rape and Mustardseed;4.28422299854714e-12
181;Zimbabwe;ZWE;Rape and Mustardseed;3.25984921176909e-11
2;Afghanistan;AFG;Seed cotton;0
7;Angola;AGO;Seed cotton;0
3;Albania;ALB;Seed cotton;0
151;Netherlands Antilles;ANT;Seed cotton;0
225;United Arab Emirates;ARE;Seed cotton;0
9;Argentina;ARG;Seed cotton;0
1;Armenia;ARM;Seed cotton;0
8;Antigua and Barbuda;ATG;Seed cotton;0
10;Australia;AUS;Seed cotton;0
11;Austria;AUT;Seed cotton;0
52;Azerbaijan;AZE;Seed cotton;0
29;Burundi;BDI;Seed cotton;0
255;Belgium;BEL;Seed cotton;0
53;Benin;BEN;Seed cotton;0
233;Burkina Faso;BFA;Seed cotton;0
16;Bangladesh;BGD;Seed cotton;0
27;Bulgaria;BGR;Seed cotton;0
13;Bahrain;BHR;Seed cotton;0
12;Bahamas;BHS;Seed cotton;0
80;Bosnia and Herzegovina;BIH;Seed cotton;0
57;Belarus;BLR;Seed cotton;0
15;Belgium-Luxembourg;BLX;Seed cotton;0
23;Belize;BLZ;Seed cotton;0
19;Bolivia (Plurinational State of);BOL;Seed cotton;0
21;Brazil;BRA;Seed cotton;0
14;Barbados;BRB;Seed cotton;0
26;Brunei Darussalam;BRN;Seed cotton;0
20;Botswana;BWA;Seed cotton;0
37;Central African Republic;CAF;Seed cotton;0
33;Canada;CAN;Seed cotton;0
211;Switzerland;CHE;Seed cotton;0
40;Chile;CHL;Seed cotton;0
41;China, mainland;CHN;Seed cotton;0
107;Côte d'Ivoire;CIV;Seed cotton;0
32;Cameroon;CMR;Seed cotton;0
250;Democratic Republic of the Congo;COD;Seed cotton;0
46;Congo;COG;Seed cotton;0
44;Colombia;COL;Seed cotton;0
35;Cabo Verde;CPV;Seed cotton;0
48;Costa Rica;CRI;Seed cotton;0
51;Czechoslovakia;CSK;Seed cotton;0
49;Cuba;CUB;Seed cotton;0
50;Cyprus;CYP;Seed cotton;0
167;Czech Republic;CZE;Seed cotton;0
79;Germany;DEU;Seed cotton;0
72;Djibouti;DJI;Seed cotton;0
55;Dominica;DMA;Seed cotton;0
54;Denmark;DNK;Seed cotton;0
56;Dominican Republic;DOM;Seed cotton;0
4;Algeria;DZA;Seed cotton;0
58;Ecuador;ECU;Seed cotton;0
59;Egypt;EGY;Seed cotton;0
178;Eritrea;ERI;Seed cotton;0
203;Spain;ESP;Seed cotton;0
63;Estonia;EST;Seed cotton;0
238;Ethiopia;ETH;Seed cotton;0
67;Finland;FIN;Seed cotton;0
66;Fiji;FJI;Seed cotton;0
68;France;FRA;Seed cotton;0
74;Gabon;GAB;Seed cotton;0
229;United Kingdom;GBR;Seed cotton;0
73;Georgia;GEO;Seed cotton;0
81;Ghana;GHA;Seed cotton;0
90;Guinea;GIN;Seed cotton;0
75;Gambia;GMB;Seed cotton;0
175;Guinea-Bissau;GNB;Seed cotton;0
84;Greece;GRC;Seed cotton;0
86;Grenada;GRD;Seed cotton;0
89;Guatemala;GTM;Seed cotton;0
91;Guyana;GUY;Seed cotton;0
96;China, Hong Kong SAR;HKG;Seed cotton;0
95;Honduras;HND;Seed cotton;0
98;Croatia;HRV;Seed cotton;0
93;Haiti;HTI;Seed cotton;0
97;Hungary;HUN;Seed cotton;0
101;Indonesia;IDN;Seed cotton;0
100;India;IND;Seed cotton;0
104;Ireland;IRL;Seed cotton;0
102;Iran (Islamic Republic of);IRN;Seed cotton;0
103;Iraq;IRQ;Seed cotton;0
99;Iceland;ISL;Seed cotton;0
105;Israel;ISR;Seed cotton;0
106;Italy;ITA;Seed cotton;0
109;Jamaica;JAM;Seed cotton;0
112;Jordan;JOR;Seed cotton;0
110;Japan;JPN;Seed cotton;0
108;Kazakhstan;KAZ;Seed cotton;0
114;Kenya;KEN;Seed cotton;0
113;Kyrgyzstan;KGZ;Seed cotton;0
115;Cambodia;KHM;Seed cotton;0
83;Kiribati;KIR;Seed cotton;0
188;Saint Kitts and Nevis;KNA;Seed cotton;0
117;Republic of Korea;KOR;Seed cotton;0
118;Kuwait;KWT;Seed cotton;0
120;Lao People's Democratic Republic;LAO;Seed cotton;0
121;Lebanon;LBN;Seed cotton;0
123;Liberia;LBR;Seed cotton;0
124;Libya;LBY;Seed cotton;0
189;Saint Lucia;LCA;Seed cotton;0
38;Sri Lanka;LKA;Seed cotton;0
122;Lesotho;LSO;Seed cotton;0
126;Lithuania;LTU;Seed cotton;0
256;Luxembourg;LUX;Seed cotton;0
119;Latvia;LVA;Seed cotton;0
128;China, Macao SAR;MAC;Seed cotton;0
143;Morocco;MAR;Seed cotton;0
146;Republic of Moldova;MDA;Seed cotton;0
129;Madagascar;MDG;Seed cotton;0
132;Maldives;MDV;Seed cotton;0
138;Mexico;MEX;Seed cotton;0
154;The former Yugoslav Republic of Macedonia;MKD;Seed cotton;0
133;Mali;MLI;Seed cotton;0
134;Malta;MLT;Seed cotton;0
28;Myanmar;MMR;Seed cotton;0
273;Montenegro;MNE;Seed cotton;0
141;Mongolia;MNG;Seed cotton;0
144;Mozambique;MOZ;Seed cotton;0
136;Mauritania;MRT;Seed cotton;0
137;Mauritius;MUS;Seed cotton;0
130;Malawi;MWI;Seed cotton;0
131;Malaysia;MYS;Seed cotton;0
147;Namibia;NAM;Seed cotton;0
153;New Caledonia;NCL;Seed cotton;0
158;Niger;NER;Seed cotton;0
159;Nigeria;NGA;Seed cotton;0
157;Nicaragua;NIC;Seed cotton;0
150;Netherlands;NLD;Seed cotton;0
162;Norway;NOR;Seed cotton;0
149;Nepal;NPL;Seed cotton;0
156;New Zealand;NZL;Seed cotton;0
221;Oman;OMN;Seed cotton;0
165;Pakistan;PAK;Seed cotton;0
166;Panama;PAN;Seed cotton;0
170;Peru;PER;Seed cotton;0
171;Philippines;PHL;Seed cotton;0
168;Papua New Guinea;PNG;Seed cotton;0
173;Poland;POL;Seed cotton;0
177;Puerto Rico;PRI;Seed cotton;0
116;Democratic People's Republic of Korea;PRK;Seed cotton;0
174;Portugal;PRT;Seed cotton;0
169;Paraguay;PRY;Seed cotton;0
70;French Polynesia;PYF;Seed cotton;0
179;Qatar;QAT;Seed cotton;0
183;Romania;ROU;Seed cotton;0
999;RoW;ROW;Seed cotton;0
185;Russian Federation;RUS;Seed cotton;0
184;Rwanda;RWA;Seed cotton;0
194;Saudi Arabia;SAU;Seed cotton;0
186;Serbia and Montenegro;SCG;Seed cotton;0
276;Sudan;SDN;Seed cotton;0
195;Senegal;SEN;Seed cotton;0
200;Singapore;SGP;Seed cotton;0
25;Solomon Islands;SLB;Seed cotton;0
197;Sierra Leone;SLE;Seed cotton;0
60;El Salvador;SLV;Seed cotton;0
201;Somalia;SOM;Seed cotton;0
272;Serbia;SRB;Seed cotton;0
277;South Sudan;SSD;Seed cotton;0
193;Sao Tome and Principe;STP;Seed cotton;0
228;USSR;SUN;Seed cotton;0
207;Suriname;SUR;Seed cotton;0
199;Slovakia;SVK;Seed cotton;0
198;Slovenia;SVN;Seed cotton;0
210;Sweden;SWE;Seed cotton;0
209;Swaziland;SWZ;Seed cotton;0
212;Syrian Arab Republic;SYR;Seed cotton;0
39;Chad;TCD;Seed cotton;0
217;Togo;TGO;Seed cotton;0
216;Thailand;THA;Seed cotton;0
208;Tajikistan;TJK;Seed cotton;0
213;Turkmenistan;TKM;Seed cotton;0
176;Timor-Leste;TLS;Seed cotton;0
220;Trinidad and Tobago;TTO;Seed cotton;0
222;Tunisia;TUN;Seed cotton;0
223;Turkey;TUR;Seed cotton;0
214;China, Taiwan Province of;TWN;Seed cotton;0
215;United Republic of Tanzania;TZA;Seed cotton;0
226;Uganda;UGA;Seed cotton;0
230;Ukraine;UKR;Seed cotton;0
234;Uruguay;URY;Seed cotton;0
231;United States of America;USA;Seed cotton;0
235;Uzbekistan;UZB;Seed cotton;0
191;Saint Vincent and the Grenadines;VCT;Seed cotton;0
236;Venezuela (Bolivarian Republic of);VEN;Seed cotton;0
237;Viet Nam;VNM;Seed cotton;0
155;Vanuatu;VUT;Seed cotton;0
244;Samoa;WSM;Seed cotton;0
249;Yemen;YEM;Seed cotton;0
248;Yugoslav SFR;YUG;Seed cotton;0
202;South Africa;ZAF;Seed cotton;0
251;Zambia;ZMB;Seed cotton;0
181;Zimbabwe;ZWE;Seed cotton;0
2;Afghanistan;AFG;Coconuts - Incl Copra;0
7;Angola;AGO;Coconuts - Incl Copra;0
3;Albania;ALB;Coconuts - Incl Copra;0
151;Netherlands Antilles;ANT;Coconuts - Incl Copra;0
225;United Arab Emirates;ARE;Coconuts - Incl Copra;0
9;Argentina;ARG;Coconuts - Incl Copra;0
1;Armenia;ARM;Coconuts - Incl Copra;0
8;Antigua and Barbuda;ATG;Coconuts - Incl Copra;0
10;Australia;AUS;Coconuts - Incl Copra;0
11;Austria;AUT;Coconuts - Incl Copra;0
52;Azerbaijan;AZE;Coconuts - Incl Copra;0
29;Burundi;BDI;Coconuts - Incl Copra;0
255;Belgium;BEL;Coconuts - Incl Copra;0
53;Benin;BEN;Coconuts - Incl Copra;0
233;Burkina Faso;BFA;Coconuts - Incl Copra;0
16;Bangladesh;BGD;Coconuts - Incl Copra;367.305791703197
27;Bulgaria;BGR;Coconuts - Incl Copra;0
13;Bahrain;BHR;Coconuts - Incl Copra;0
12;Bahamas;BHS;Coconuts - Incl Copra;0
80;Bosnia and Herzegovina;BIH;Coconuts - Incl Copra;0
57;Belarus;BLR;Coconuts - Incl Copra;0
15;Belgium-Luxembourg;BLX;Coconuts - Incl Copra;0
23;Belize;BLZ;Coconuts - Incl Copra;0
19;Bolivia (Plurinational State of);BOL;Coconuts - Incl Copra;0
21;Brazil;BRA;Coconuts - Incl Copra;16.0315400128991
14;Barbados;BRB;Coconuts - Incl Copra;0
26;Brunei Darussalam;BRN;Coconuts - Incl Copra;0
20;Botswana;BWA;Coconuts - Incl Copra;0
37;Central African Republic;CAF;Coconuts - Incl Copra;0
33;Canada;CAN;Coconuts - Incl Copra;0
211;Switzerland;CHE;Coconuts - Incl Copra;0
40;Chile;CHL;Coconuts - Incl Copra;0
41;China, mainland;CHN;Coconuts - Incl Copra;0.0132615950025666
107;Côte d'Ivoire;CIV;Coconuts - Incl Copra;3053.72733584732
32;Cameroon;CMR;Coconuts - Incl Copra;0.000118900431580245
250;Democratic Republic of the Congo;COD;Coconuts - Incl Copra;0
46;Congo;COG;Coconuts - Incl Copra;0
44;Colombia;COL;Coconuts - Incl Copra;0
35;Cabo Verde;CPV;Coconuts - Incl Copra;0
48;Costa Rica;CRI;Coconuts - Incl Copra;27.7081331428223
51;Czechoslovakia;CSK;Coconuts - Incl Copra;0
49;Cuba;CUB;Coconuts - Incl Copra;0
50;Cyprus;CYP;Coconuts - Incl Copra;0
167;Czech Republic;CZE;Coconuts - Incl Copra;0
79;Germany;DEU;Coconuts - Incl Copra;0
72;Djibouti;DJI;Coconuts - Incl Copra;0
55;Dominica;DMA;Coconuts - Incl Copra;1.17650014082047
54;Denmark;DNK;Coconuts - Incl Copra;0
56;Dominican Republic;DOM;Coconuts - Incl Copra;1193.39398606446
4;Algeria;DZA;Coconuts - Incl Copra;0
58;Ecuador;ECU;Coconuts - Incl Copra;7.23368591366159e-05
59;Egypt;EGY;Coconuts - Incl Copra;0
178;Eritrea;ERI;Coconuts - Incl Copra;0
203;Spain;ESP;Coconuts - Incl Copra;0
63;Estonia;EST;Coconuts - Incl Copra;0
238;Ethiopia;ETH;Coconuts - Incl Copra;0
67;Finland;FIN;Coconuts - Incl Copra;0
66;Fiji;FJI;Coconuts - Incl Copra;0.00519760255144316
68;France;FRA;Coconuts - Incl Copra;44.8096407084695
74;Gabon;GAB;Coconuts - Incl Copra;0
229;United Kingdom;GBR;Coconuts - Incl Copra;0
73;Georgia;GEO;Coconuts - Incl Copra;0
81;Ghana;GHA;Coconuts - Incl Copra;18.7320754917463
90;Guinea;GIN;Coconuts - Incl Copra;0
75;Gambia;GMB;Coconuts - Incl Copra;0
175;Guinea-Bissau;GNB;Coconuts - Incl Copra;0
84;Greece;GRC;Coconuts - Incl Copra;0
86;Grenada;GRD;Coconuts - Incl Copra;0
89;Guatemala;GTM;Coconuts - Incl Copra;0
91;Guyana;GUY;Coconuts - Incl Copra;14.4675795082441
96;China, Hong Kong SAR;HKG;Coconuts - Incl Copra;0
95;Honduras;HND;Coconuts - Incl Copra;0
98;Croatia;HRV;Coconuts - Incl Copra;0
93;Haiti;HTI;Coconuts - Incl Copra;0
97;Hungary;HUN;Coconuts - Incl Copra;0
101;Indonesia;IDN;Coconuts - Incl Copra;20711.8394866702
100;India;IND;Coconuts - Incl Copra;775.022749207385
104;Ireland;IRL;Coconuts - Incl Copra;0
102;Iran (Islamic Republic of);IRN;Coconuts - Incl Copra;0
103;Iraq;IRQ;Coconuts - Incl Copra;0
99;Iceland;ISL;Coconuts - Incl Copra;0
105;Israel;ISR;Coconuts - Incl Copra;0
106;Italy;ITA;Coconuts - Incl Copra;0
109;Jamaica;JAM;Coconuts - Incl Copra;0.0101452753647986
112;Jordan;JOR;Coconuts - Incl Copra;0
110;Japan;JPN;Coconuts - Incl Copra;0
108;Kazakhstan;KAZ;Coconuts - Incl Copra;0
114;Kenya;KEN;Coconuts - Incl Copra;1.12722453442481
113;Kyrgyzstan;KGZ;Coconuts - Incl Copra;0
115;Cambodia;KHM;Coconuts - Incl Copra;0
83;Kiribati;KIR;Coconuts - Incl Copra;6.53874437723649
188;Saint Kitts and Nevis;KNA;Coconuts - Incl Copra;0
117;Republic of Korea;KOR;Coconuts - Incl Copra;0
118;Kuwait;KWT;Coconuts - Incl Copra;0
120;Lao People's Democratic Republic;LAO;Coconuts - Incl Copra;0
121;Lebanon;LBN;Coconuts - Incl Copra;0
123;Liberia;LBR;Coconuts - Incl Copra;0
124;Libya;LBY;Coconuts - Incl Copra;0
189;Saint Lucia;LCA;Coconuts - Incl Copra;0.0226004056244406
38;Sri Lanka;LKA;Coconuts - Incl Copra;4274.04131523615
122;Lesotho;LSO;Coconuts - Incl Copra;0
126;Lithuania;LTU;Coconuts - Incl Copra;0
256;Luxembourg;LUX;Coconuts - Incl Copra;0
119;Latvia;LVA;Coconuts - Incl Copra;0
128;China, Macao SAR;MAC;Coconuts - Incl Copra;0
143;Morocco;MAR;Coconuts - Incl Copra;0
146;Republic of Moldova;MDA;Coconuts - Incl Copra;0
129;Madagascar;MDG;Coconuts - Incl Copra;0.000553673890866504
132;Maldives;MDV;Coconuts - Incl Copra;0
138;Mexico;MEX;Coconuts - Incl Copra;258.617397484301
154;The former Yugoslav Republic of Macedonia;MKD;Coconuts - Incl Copra;0
133;Mali;MLI;Coconuts - Incl Copra;0
134;Malta;MLT;Coconuts - Incl Copra;0
28;Myanmar;MMR;Coconuts - Incl Copra;0
273;Montenegro;MNE;Coconuts - Incl Copra;0
141;Mongolia;MNG;Coconuts - Incl Copra;0
144;Mozambique;MOZ;Coconuts - Incl Copra;0.021263860185963
136;Mauritania;MRT;Coconuts - Incl Copra;0
137;Mauritius;MUS;Coconuts - Incl Copra;0
130;Malawi;MWI;Coconuts - Incl Copra;0
131;Malaysia;MYS;Coconuts - Incl Copra;636.26980020613
147;Namibia;NAM;Coconuts - Incl Copra;0
153;New Caledonia;NCL;Coconuts - Incl Copra;0
158;Niger;NER;Coconuts - Incl Copra;0
159;Nigeria;NGA;Coconuts - Incl Copra;0
157;Nicaragua;NIC;Coconuts - Incl Copra;0.150642649896746
150;Netherlands;NLD;Coconuts - Incl Copra;0
162;Norway;NOR;Coconuts - Incl Copra;0
149;Nepal;NPL;Coconuts - Incl Copra;0
156;New Zealand;NZL;Coconuts - Incl Copra;0
221;Oman;OMN;Coconuts - Incl Copra;0
165;Pakistan;PAK;Coconuts - Incl Copra;0.126122310369174
166;Panama;PAN;Coconuts - Incl Copra;12.4048277057651
170;Peru;PER;Coconuts - Incl Copra;1.50115501254969
171;Philippines;PHL;Coconuts - Incl Copra;19618.0984469787
168;Papua New Guinea;PNG;Coconuts - Incl Copra;0.878915858779062
173;Poland;POL;Coconuts - Incl Copra;0
177;Puerto Rico;PRI;Coconuts - Incl Copra;0
116;Democratic People's Republic of Korea;PRK;Coconuts - Incl Copra;0
174;Portugal;PRT;Coconuts - Incl Copra;0
169;Paraguay;PRY;Coconuts - Incl Copra;0
70;French Polynesia;PYF;Coconuts - Incl Copra;0
179;Qatar;QAT;Coconuts - Incl Copra;0
183;Romania;ROU;Coconuts - Incl Copra;0
999;RoW;ROW;Coconuts - Incl Copra;0.67891881675649
185;Russian Federation;RUS;Coconuts - Incl Copra;0
184;Rwanda;RWA;Coconuts - Incl Copra;0
194;Saudi Arabia;SAU;Coconuts - Incl Copra;0
186;Serbia and Montenegro;SCG;Coconuts - Incl Copra;0
276;Sudan;SDN;Coconuts - Incl Copra;0
195;Senegal;SEN;Coconuts - Incl Copra;0.237977135508424
200;Singapore;SGP;Coconuts - Incl Copra;0.427137120095028
25;Solomon Islands;SLB;Coconuts - Incl Copra;680.232517861164
197;Sierra Leone;SLE;Coconuts - Incl Copra;0
60;El Salvador;SLV;Coconuts - Incl Copra;0.454792636491677
201;Somalia;SOM;Coconuts - Incl Copra;0
272;Serbia;SRB;Coconuts - Incl Copra;0
277;South Sudan;SSD;Coconuts - Incl Copra;0
193;Sao Tome and Principe;STP;Coconuts - Incl Copra;3.6275334704686
228;USSR;SUN;Coconuts - Incl Copra;0
207;Suriname;SUR;Coconuts - Incl Copra;0
